month,year,house_value,mortgage_balance,homeowner_net_worth,homeowner_stock_portfolio,homeowner_stock_contribution,investor_net_worth,investor_stock_portfolio,investor_stock_contribution,stock_net_worth,gross_stock_portfolio,stock_loan_balance,monthly_rent,investment_property_rental_income,stock_contribution,renter_spendable_cash,homeowner_spendable_cash,investor_spendable_cash
107,8.916666666666666,2073887.3864268952,696191.9242720794,1524158.3993306286,146462.93717581255,1000,1890315.7422701598,512620.2801153438,3500,736358.7581580707,914594.1651370665,178235.40697899583,5858.296905011329,8787.445357516994,2500,2212.9071424685853,3500,3929.148452505666
108,9.0,2080175.9288923384,691528.2963487401,1536938.6924600692,148291.059916471,1000,1907666.3422512468,519018.7097076484,3500,744312.0305155767,922265.413517224,177953.3830016473,5858.296905011329,8787.445357516994,2500,2212.9071424685853,3500,3929.148452505666
109,9.083333333333334,2086483.5397829036,686845.6682279604,1549767.3906838344,150129.51912889114,1000,1925091.1885060621,525453.3169511189,3500,752310.4917774891,929980.0362510259,177669.54447353678,5975.462843111555,8963.194264667332,2500,2095.741204368359,3500,3987.731421555778
110,9.166666666666666,2092810.2769187996,682143.9625005837,1562644.687675203,151978.37325698714,1000,1942590.6208176706,531924.3063994548,3500,760354.3988635836,937738.2785833736,177383.87971979,5975.462843111555,8963.194264667332,2500,2095.741204368359,3500,3987.731421555778
111,9.25,2099156.1982955597,677423.1014420795,1575570.7779286038,153837.6810751235,1000,1960164.9806164121,538431.883762932,3500,768444.0101554028,945540.3871458191,177096.37699041626,5975.462843111555,8963.194264667332,2500,2095.741204368359,3500,3987.731421555778
112,9.333333333333334,2105521.362084575,672683.0070112576,1588545.856763301,155707.50168998353,1000,1977814.6109882595,544976.2559149421,3500,776579.58550458,953386.6099644051,176807.024459825,5975.462843111555,8963.194264667332,2500,2095.741204368359,3500,3987.731421555778
113,9.416666666666666,2111905.826633626,667923.6008489783,1601570.120327096,157587.89454244834,1000,1995539.8566832168,551557.630898569,3500,784761.3862412097,961277.1964675493,176515.81022633956,5975.462843111555,8963.194264667332,2500,2095.741204368359,3500,3987.731421555778
114,9.5,2118309.6504674186,663144.8042768572,1614643.765600048,159478.91940948644,1000,2013341.0641237637,558176.2179332023,3500,792989.6751822669,969212.3974939742,176222.7223117074,5975.462843111555,8963.194264667332,2500,2095.741204368359,3500,3987.731421555778
115,9.583333333333334,2124732.89228812,658346.5382959644,1627766.9903982098,161380.63640605396,1000,2031218.5814133445,564832.2274211886,3500,801264.7166400731,977192.4653006807,175927.7486606076,5975.462843111555,8963.194264667332,2500,2095.741204368359,3500,3987.731421555778
116,9.666666666666666,2131175.610975897,653528.7235855185,1640939.9933773843,163293.10598700578,1000,2049172.7583448985,571525.87095452,3500,809586.7764308127,985217.6535709677,175630.877140155,5975.462843111555,8963.194264667332,2500,2095.741204368359,3500,3987.731421555778
117,9.75,2137637.8655894557,648691.2805015757,1654162.9740368973,165216.3889490173,1000,2067203.9464094401,578257.3613215602,3500,817956.1218830952,993288.2174224963,175332.095539401,5975.462843111555,8963.194264667332,2500,2095.741204368359,3500,3987.731421555778
118,9.833333333333334,2144119.7153665833,643834.1290757124,1667436.132723388,167150.54643251715,1000,2085312.4988046805,585026.9125138096,3500,826373.0218465683,1001404.4134153997,175031.3915688314,5975.462843111555,8963.194264667332,2500,2095.741204368359,3500,3987.731421555778
119,9.916666666666666,2150621.21972469,638957.1890137043,1680759.6706346166,169095.63992363084,1000,2103498.7704436933,591834.7397327075,3500,834837.7467005788,1009566.4995604397,174728.75285986095,5975.462843111555,8963.194264667332,2500,2095.741204368359,3500,3987.731421555778
120,10.0,2157142.438261355,634060.3796941981,1694133.7898232918,171051.7312561354,1000,2121763.11796363,598681.0593964733,3500,843350.5683628838,1017774.7353272083,174424.16696432454,5975.462843111555,8963.194264667332,2500,2095.741204368359,3500,3987.731421555778
121,10.083333333333334,2163683.430754871,629143.6201673794,1707558.6932009168,173018.88261342497,1000,2140105.8997344784,605566.0891469868,3500,851911.7602984111,1026029.3816523763,174117.6213539652,6094.9720999737865,9142.45814996068,2500,1976.2319475061277,3500,4047.486049986892
122,10.166666666666666,2170244.257164795,624206.8291536339,1721034.5845416486,174997.15653048767,1000,2158527.4758678675,612490.0478567063,3500,860521.5975280696,1034330.7009479883,173809.10341991868,6094.9720999737865,9142.45814996068,2500,1976.2319475061277,3500,4047.486049986892
123,10.25,2176824.977632495,619249.9250422044,1734561.6684861842,176986.61589589357,1000,2177028.2082259175,619453.155635627,3500,869180.35663761,1042678.9571098051,173498.60047219507,6094.9720999737865,9142.45814996068,2500,1976.2319475061277,3500,4047.486049986892
124,10.333333333333334,2183425.652481704,614272.8258898413,1748140.1505456567,178987.3239537938,1000,2195608.4604301406,626455.6338382778,3500,877888.3157865355,1051074.415525692,173186.09973915655,6094.9720999737865,9142.45814996068,2500,1976.2319475061277,3500,4047.486049986892
125,10.416666666666666,2190046.34221907,609275.449419448,1761770.237105553,180999.34430593115,1000,2214268.5978703806,633497.7050707585,3500,886645.7547170641,1059517.3430840564,172871.58836699225,6094.9720999737865,9142.45814996068,2500,1976.2319475061277,3500,4047.486049986892
126,10.5,2196687.107534713,604257.7130187209,1775452.135429654,183022.74091366192,1000,2233008.987713808,640579.5931978162,3500,895452.9547631415,1068008.008182331,172555.05341918953,6094.9720999737865,9142.45814996068,2500,1976.2319475061277,3500,4047.486049986892
127,10.583333333333334,2203348.0093027805,599219.5337387833,1789186.0536639863,185057.5780999892,1000,2251829.9989139587,647701.5233499615,3500,904310.1988595054,1076546.680735507,172236.48187600175,6094.9720999737865,9142.45814996068,2500,1976.2319475061277,3500,4047.486049986892
128,10.666666666666666,2210029.1085820054,594160.8282928151,1802972.200840798,187103.92055160762,1000,2270732.0022198167,654863.7219306261,3500,913217.7715508011,1085133.632184714,171915.8606339129,6094.9720999737865,9142.45814996068,2500,1976.2319475061277,3500,4047.486049986892
129,10.75,2216730.466616266,589081.5130546751,1816810.786882551,189161.83332095994,1000,2289715.37018495,662066.4166233592,3500,922175.9590007509,1093769.1355058495,171593.17650509859,6094.9720999737865,9142.45814996068,2500,1976.2319475061277,3500,4047.486049986892
130,10.833333333333334,2223452.144835147,583981.5040575187,1830702.0226059332,191231.38182830476,1000,2308780.4771766947,669309.8363990661,3500,931185.0490013728,1102453.4652182562,171268.41621688346,6094.9720999737865,9142.45814996068,2500,1976.2319475061277,3500,4047.486049986892
131,10.916666666666666,2230194.2048545037,578860.7169924101,1844646.11972589,193312.6318637964,1000,2327927.6993853804,676594.2115232869,3500,940245.3309822537,1111186.897393449,170941.56641119538,6094.9720999737865,9142.45814996068,2500,1976.2319475061277,3500,4047.486049986892
132,11.0,2236956.708477025,573719.0672069286,1858643.2908596727,195405.64958957626,1000,2347157.4148336127,683919.7735635163,3500,949357.0960198751,1119969.7096638912,170612.6136440161,6094.9720999737865,9142.45814996068,2500,1976.2319475061277,3500,4047.486049986892
133,11.083333333333334,2243739.7176928013,568556.469703769,1872693.7495309084,197510.5015418761,1000,2366470.0033855983,691286.7553965658,3500,958520.6368469929,1128802.181231821,170281.544384828,6216.8715419732625,9325.307312959894,2500,1854.3325055066516,3500,4108.435770986631
134,11.166666666666666,2250543.2946798927,563372.8391393363,1886797.7101736898,199627.25463313318,1000,2385865.846756522,698695.3912159656,3500,967736.247862068,1137684.5928781258,169948.34501605778,6216.8715419732625,9325.307312959894,2500,1854.3325055066516,3500,4108.435770986631
135,11.25,2257367.501804898,558168.0898223353,1900955.3881366802,201755.9761541175,1000,2405345.3285219735,706145.9165394107,3500,977004.2251387535,1146617.2269712698,169613.00183251628,6216.8715419732625,9325.307312959894,2500,1854.3325055066516,3500,4108.435770986631
136,11.333333333333334,2264212.4016235275,552942.135712354,1915166.9996872442,203896.73377607076,1000,2424908.8341274206,713638.5682162471,3500,986324.8664354342,1155600.367476269,169275.5010408347,6216.8715419732625,9325.307312959894,2500,1854.3325055066516,3500,4108.435770986631
137,11.416666666666666,2271078.056881176,547694.890418441,1929432.7620155925,206049.59555285773,1000,2444556.7508977363,721173.5844350015,3500,995698.4712048215,1164634.2999637187,168935.82875889726,6216.8715419732625,9325.307312959894,2500,1854.3325055066516,3500,4108.435770986631
138,11.5,2277964.5305134975,542426.2671976775,1943752.8932389498,208214.62992312966,1000,2464289.468046773,728751.2047309532,3500,1005125.3406036024,1173719.3116188727,168593.97101527028,6216.8715419732625,9325.307312959894,2500,1854.3325055066516,3500,4108.435770986631
139,11.583333333333334,2284871.8856469835,537136.1789537432,1958127.6124057402,210391.9057124998,1000,2484107.3766869893,736371.6699937488,3500,1014605.7775021435,1182855.691250771,168249.91374862747,6216.8715419732625,9325.307312959894,2500,1854.3325055066516,3500,4108.435770986631
140,11.666666666666666,2291800.18559954,531824.5382354766,1972557.1394997947,212581.49213573153,1000,2504010.869839123,744035.2224750598,3500,1024140.0864942512,1192043.7293014226,167903.6428071715,6216.8715419732625,9325.307312959894,2500,1854.3325055066516,3500,4108.435770986631
141,11.75,2298749.493881068,526491.2572354296,1987041.695444577,214783.45879893852,1000,2524000.3424419225,751742.1057962842,3500,1033728.5739069856,1201283.7178550377,167555.14394805202,6216.8715419732625,9325.307312959894,2500,1854.3325055066516,3500,4108.435770986631
142,11.833333333333334,2305719.874194048,521136.2477884154,2001581.50210743,216997.8757017975,1000,2544076.1913619232,759492.5649562905,3500,1043371.5478105331,1210575.9506473127,167204.40283677966,6216.8715419732625,9325.307312959894,2500,1854.3325055066516,3500,4108.435770986631
143,11.916666666666666,2312711.390434121,515759.42137005145,2016176.782303843,219224.81323977356,1000,2564238.815403276,767286.8463392068,3500,1053069.3180281324,1219920.723074769,166851.40504663653,6216.8715419732625,9325.307312959894,2500,1854.3325055066516,3500,4108.435770986631
144,12.0,2319724.1066906755,510360.6890952959,2030827.7598017375,221464.342206358,1000,2584488.615317632,775125.1977222523,3500,1062822.1961460593,1229318.3322041421,166496.13605808286,6216.8715419732625,9325.307312959894,2500,1854.3325055066516,3500,4108.435770986631
145,12.083333333333334,2326758.0872474355,504939.9617169782,2045534.659325776,223716.53379531883,1000,2604825.9938140726,783007.8682836152,3500,1072630.4955236674,1238769.076781827,166138.5812581597,6341.208972812728,9511.81345921909,2500,1729.9950746671866,3500,4170.604486406362
146,12.166666666666666,2333813.396583049,499497.1496243239,2060297.706561689,225981.45960296394,1000,2625251.355569098,790935.1086103731,3500,1082494.5313034854,1248273.2572433732,165778.72593988787,6341.208972812728,9511.81345921909,2500,1729.9950746671866,3500,4170.604486406362
147,12.25,2340890.0993716796,494032.1628414729,2075117.1281606238,228259.19163041713,1000,2645765.107236666,798907.1707064593,3500,1092414.6204213742,1257831.1757230372,165416.555301663,6341.208972812728,9511.81345921909,2500,1729.9950746671866,3500,4170.604486406362
148,12.333333333333334,2347988.2604835983,488544.9110259926,2089993.1517435128,230549.80228590712,1000,2666367.65745828,806924.3080006742,3500,1102391.0816167393,1267443.1360633862,165052.0544466469,6341.208972812728,9511.81345921909,2500,1729.9950746671866,3500,4170.604486406362
149,12.416666666666666,2355107.94498578,483035.30346738396,2104926.005905465,232853.3643870692,1000,2687059.4168731375,814986.7753547415,3500,1112424.2354428032,1277109.4438249576,164685.20838215447,6341.208972812728,9511.81345921909,2500,1729.9950746671866,3500,4170.604486406362
150,12.5,2362249.218142498,477503.2490855822,2119915.9202201758,235169.95116326015,1000,2707840.7981283255,823094.8290714098,3500,1122514.404276935,1286830.4062959722,164316.00201903738,6341.208972812728,9511.81345921909,2500,1729.9950746671866,3500,4170.604486406362
151,12.583333333333334,2369412.1454159226,471948.65642945113,2134963.1252443576,237499.63625788622,1000,2728712.2158890725,831248.726902601,3500,1132661.9123310403,1296606.3325021034,163944.42017106316,6341.208972812728,9511.81345921909,2500,1729.9950746671866,3500,4170.604486406362
152,12.666666666666666,2376596.7924667234,466371.4336752712,2150067.8525221962,239842.49373074417,1000,2749674.086849056,839448.7280576038,3500,1142867.08566201,1306437.5332163007,163570.44755429076,6341.208972812728,9511.81345921909,2500,1729.9950746671866,3500,4170.604486406362
153,12.75,2383803.225154668,460771.4886252218,2165230.3345898218,242198.59806037563,1000,2770726.82974076,847695.093211314,3500,1153130.252182227,1316324.3209686687,163194.0687864417,6341.208972812728,9511.81345921909,2500,1729.9950746671866,3500,4170.604486406362
154,12.833333333333334,2391031.5095392284,455148.7287058569,2180450.8049798063,244568.02414643473,1000,2791870.8653458925,855988.0845125208,3500,1163451.7416701354,1326267.010056403,162815.26838626753,6341.208972812728,9511.81345921909,2500,1729.9950746671866,3500,4170.604486406362
155,12.916666666666666,2398281.711880184,449503.06096657476,2195729.498225678,246950.84731206912,1000,2813106.61650585,864327.9655922411,3500,1173831.8857808681,1336265.9165537811,162434.03077291296,6341.208972812728,9511.81345921909,2500,1729.9950746671866,3500,4170.604486406362
156,13.0,2405553.8986382307,443834.39207808144,2211066.6498664636,249347.14330631448,1000,2834434.508132249,872715.0015720999,3500,1184271.0180569356,1346321.3583222106,162050.34026527504,6341.208972812728,9511.81345921909,2500,1729.9950746671866,3500,4170.604486406362
157,13.083333333333334,2412848.136475591,438142.62833084783,2226462.4964512456,251756.98830650255,1000,2855854.9672175013,881149.4590727581,3500,1194769.4739389753,1356433.6550203334,161664.18108135805,6468.033152268983,9702.049728403474,2500,1603.1708952109311,3500,4234.016576134491
158,13.166666666666666,2420164.4922566223,432427.67563356075,2241917.275543744,254180.4589206828,1000,2877368.42284545,889631.606222389,3500,1205327.5907765634,1366603.1281141879,161275.53733762447,6468.033152268983,9702.049728403474,2500,1603.1708952109311,3500,4234.016576134491
159,13.25,2427503.0330484323,426689.43951156724,2257431.2257269225,256617.63219005775,1000,2898975.306202066,898161.7126652013,3500,1215945.7078390867,1376830.1008874283,160884.39304834162,6468.033152268983,9702.049728403474,2500,1603.1708952109311,3500,4234.016576134491
160,13.333333333333334,2434863.8261214923,420927.8251053129,2273004.5866076113,259068.58559143203,1000,2920676.0505861905,906740.0495700112,3500,1226624.1663266774,1387114.8984516016,160490.7321249242,6468.033152268983,9702.049728403474,2500,1603.1708952109311,3500,4234.016576134491
161,13.416666666666666,2442246.9389502546,415142.73716877383,2288637.598821156,261533.39703967544,1000,2942471.091420344,915366.8896388632,3500,1237363.3093812105,1397457.847756483,160094.53837527236,6468.033152268983,9702.049728403474,2500,1603.1708952109311,3500,4234.016576134491
162,13.5,2449652.439213771,409334.080067882,2304330.5040360885,264012.14489019976,1000,2964360.866261587,924042.5071156983,3500,1248163.4820973626,1407859.2776004686,159695.79550310585,6468.033152268983,9702.049728403474,2500,1603.1708952109311,3500,4234.016576134491
163,13.583333333333334,2457080.394796313,403501.7577789444,2320083.544958818,266504.90794144967,1000,2986345.8148124414,932767.1777950729,3500,1259025.0315337353,1418319.518641029,159294.48710729368,6468.033152268983,9702.049728403474,2500,1603.1708952109311,3500,4234.016576134491
164,13.666666666666666,2464530.873787993,397645.6738870555,2335896.9653383456,269011.7654374077,1000,3008426.3789318637,941541.179030926,3500,1269948.3067240405,1428838.90340522,158890.59668117948,6468.033152268983,9702.049728403474,2500,1603.1708952109311,3500,4234.016576134491
165,13.75,2472003.944485392,391765.7315845036,2351771.0099710017,271532.79707011336,1000,3030603.002646284,950364.7897453958,3500,1280933.6586883513,1439417.7663002538,158484.10761190252,6468.033152268983,9702.049728403474,2500,1603.1708952109311,3500,4234.016576134491
166,13.833333333333334,2479499.6753921807,385861.83366917045,2367705.924705207,274068.0829821966,1000,3052876.132160697,959238.2904376871,3500,1291981.440444415,1450056.4436241295,158075.00317971443,6468.033152268983,9702.049728403474,2500,1603.1708952109311,3500,4234.016576134491
167,13.916666666666666,2487018.1352197514,379933.8825429242,2383701.9564462528,276617.7037694254,1000,3075246.215869815,968161.9631929878,3500,1303092.0070190327,1460755.273576324,157663.2665572915,6468.033152268983,9702.049728403474,2500,1603.1708952109311,3500,4234.016576134491
168,14.0,2494559.392887846,373981.78021000617,2399759.3531611077,279181.74048326793,1000,3097713.7043692768,977136.0916914367,3500,1314265.715459501,1471514.5962685435,157248.88080904254,6468.033152268983,9702.049728403474,2500,1603.1708952109311,3500,4234.016576134491
169,14.083333333333334,2502123.5175251886,368005.4282754109,2415878.3638832467,281760.2746334692,1000,3120279.0504669184,986160.961217141,3500,1325502.9248451227,1482334.7537355348,156831.82889041217,6597.393815314362,9896.090722971543,2500,1473.8102321655524,3500,4298.69690765718
170,14.166666666666666,2509710.578470118,362004.72794325947,2432059.2387175006,284353.38819064206,1000,3142942.7091941047,995236.8586672461,3500,1336803.9962987793,1493216.0899459592,156412.0936471799,6597.393815314362,9896.090722971543,2500,1473.8102321655524,3500,4298.69690765718
171,14.25,2517320.6452712244,355979.58001516626,2448302.2288449313,286961.1635888732,1000,3165705.1378171137,1004364.0725610552,3500,1348169.292998572,1504158.9508133265,155989.65781475446,6597.393815314362,9896.090722971543,2500,1473.8102321655524,3500,4298.69690765718
172,14.333333333333334,2524953.7876879876,349929.8848885992,2464607.586527732,289583.6837283437,1000,3188566.7958485903,1013542.8930492018,3500,1359599.1801895285,1515163.6842069922,155564.50401746365,6597.393815314362,9896.090722971543,2500,1473.8102321655524,3500,4298.69690765718
173,14.416666666666666,2532610.075691414,343855.5425552332,2480975.565114145,292221.03197796416,1000,3211528.1450590543,1022773.6119228733,3500,1371094.0251953756,1526230.6399632152,155136.61476783967,6597.393815314362,9896.090722971543,2500,1473.8102321655524,3500,4298.69690765718
174,14.5,2540289.5794646805,337756.45259929675,2497406.4190434087,294873.2921780252,1000,3234589.6494884705,1032056.5226230868,3500,1382654.1974303802,1537360.16989628,154705.9724658999,6597.393815314362,9896.090722971543,2500,1473.8102321655524,3500,4298.69690765718
175,14.583333333333334,2547992.3694037762,331632.5141959122,2513900.403850727,297540.5486428626,1000,3257751.775457882,1041391.9202500177,3500,1394280.068411257,1548552.6278096796,154272.55939842277,6597.393815314362,9896.090722971543,2500,1473.8102321655524,3500,4298.69690765718
176,14.666666666666666,2555718.516118149,325483.6261094289,2530457.776172258,300222.8861635377,1000,3281014.9915811005,1050780.1015723804,3500,1405972.0117691446,1559808.369507364,153836.35773821943,6597.393815314362,9896.090722971543,2500,1473.8102321655524,3500,4298.69690765718
177,14.75,2563468.090431351,319309.68669174943,2547078.7937501348,302920.39001053275,1000,3304379.768776465,1060221.3650368631,3500,1417730.40326165,1571127.7528050502,153397.34954340028,6597.393815314362,9896.090722971543,2500,1473.8102321655524,3500,4298.69690765718
178,14.833333333333334,2571241.163381691,313110.5938806496,2563763.715437503,305633.1459364618,1000,3327846.5802786564,1069716.0107776148,3500,1429555.6207849602,1582511.1375415972,152955.51675663714,6597.393815314362,9896.090722971543,2500,1473.8102321655524,3500,4298.69690765718
179,14.916666666666666,2579037.806222882,306886.245198091,2580512.8012035876,308361.24017879664,1000,3351415.901650578,1079264.3406257867,3500,1441448.044386025,1593958.8855904455,152510.84120442037,6597.393815314362,9896.090722971543,2500,1473.8102321655524,3500,4298.69690765718
180,15.0,2586858.0904246964,300636.53774852713,2597326.312138777,311104.75946260814,1000,3375088.2107952964,1088866.658119127,3500,1453408.056274809,1605471.3608711204,152063.30459631147,6597.393815314362,9896.090722971543,2500,1473.8102321655524,3500,4298.69690765718
181,15.083333333333334,2594702.087673621,294361.3682172021,2614204.5104597425,313863.79100332345,1000,3398863.9879680495,1098523.2685116306,3500,1465436.0408366104,1617048.9293608011,151612.8885241907,6729.34169162065,10094.012537430974,2500,1341.8623558592644,3500,4364.670845810324
182,15.166666666666666,2602569.8698735125,288060.63286844303,2631147.659514568,316638.4225094984,1000,3422743.7157883123,1108234.478783243,3500,1477532.3846444553,1628691.9591059552,151159.57446149987,6729.34169162065,10094.012537430974,2500,1341.8623558592644,3500,4364.670845810324
183,15.25,2610461.50914626,281734.22754394513,2648156.023787921,319428.7421856058,1000,3446727.8792519337,1118000.5976496188,3500,1489697.4764715577,1640400.8202340382,150703.34376248036,6729.34169162065,10094.012537430974,2500,1341.8623558592644,3500,4364.670845810324
184,15.333333333333334,2618377.0778324436,275382.0476610497,2665229.868906233,322234.8387348392,1000,3470816.9657433294,1127821.9355719357,3500,1501931.707303854,1652175.8849652603,150244.17766140628,6729.34169162065,10094.012537430974,2500,1341.8623558592644,3500,4364.670845810324
185,15.416666666666666,2626316.648491997,269003.98821101536,2682369.4616429145,325056.8013619331,1000,3495011.465047746,1137698.8047667642,3500,1514235.4703526064,1664017.5276244187,149782.0572718124,6729.34169162065,10094.012537430974,2500,1341.8623558592644,3500,4364.670845810324
186,15.5,2634280.293904874,262599.9437572821,2699575.0699235904,327894.7197759984,1000,3519311.8693635846,1147631.5192159927,3500,1526609.1610670805,1675926.1246527978,149316.96358571743,6729.34169162065,10094.012537430974,2500,1341.8623558592644,3500,4364.670845810324
187,15.583333333333334,2642268.0870717163,256169.80843372835,2716846.9628313626,330748.6841933744,1000,3543718.6733147968,1157620.3946768087,3500,1539053.1771472932,1687902.0546201353,148848.8774728421,6729.34169162065,10094.012537430974,2500,1341.8623558592644,3500,4364.670845810324
188,15.666666666666666,2650280.1012145206,249713.47594292084,2734185.4106120965,333618.78534049675,1000,3568232.3739633365,1167665.748691737,3500,1551567.9185568353,1699945.6982366578,148377.7796798225,6729.34169162065,10094.012537430974,2500,1341.8623558592644,3500,4364.670845810324
189,15.75,2658316.4097773116,243230.8395543574,2751590.684679736,336505.1144567815,1000,3592853.470821688,1177767.9005987335,3500,1564153.787535764,1712057.438365182,147903.65082941786,6729.34169162065,10094.012537430974,2500,1341.8623558592644,3500,4364.670845810324
190,15.833333333333334,2666377.086426814,236721.79210270257,2769063.0576216374,339407.7632975256,1000,3617582.4658654495,1187927.1715413379,3500,1576811.1886135736,1724237.6600332872,147426.4714197137,6729.34169162065,10094.012537430974,2500,1341.8623558592644,3500,4364.670845810324
191,15.916666666666666,2674462.2050531292,230186.22598601604,2786602.803203937,342326.8241368238,1000,3642419.863545995,1198143.8844788817,3500,1589540.5286222354,1736486.750445555,146946.22182331962,6729.34169162065,10094.012537430974,2500,1341.8623558592644,3500,4364.670845810324
192,16.0,2682571.8397704107,223624.03316397392,2804210.196376939,345262.38977050217,1000,3667366.1708031925,1208418.364196756,3500,1602342.2167093148,1748805.098995877,146462.882286562,6729.34169162065,10094.012537430974,2500,1341.8623558592644,3500,4364.670845810324
193,16.083333333333332,2690706.064917545,217035.10515608263,2821885.5132805295,348214.5535190676,1000,3692421.897078197,1218750.9373167348,3500,1615216.6643511637,1761193.0972798353,145976.43292867154,6863.928525453062,10295.892788179593,2500,1207.2755220268518,3500,4431.964262726531
194,16.166666666666668,2698864.9550588327,210419.33303988565,2839629.0312496214,351183.4092306748,1000,3717587.554326307,1229141.93230736,3500,1628164.2853661845,1773651.13910715,145486.85374096542,6863.928525453062,10295.892788179593,2500,1207.2755220268518,3500,4431.964262726531
195,16.25,2707048.5849846723,203776.60744916287,2857441.028819619,354169.05128410965,1000,3742863.6570298914,1239591.679494382,3500,1641185.4959281746,1786179.620514199,144994.12458602438,6863.928525453062,10295.892788179593,2500,1207.2755220268518,3500,4431.964262726531
196,16.333333333333332,2715257.0297122444,197106.8185721227,2875321.785731911,357171.5745917894,1000,3768250.7222113833,1250100.5110712613,3500,1654280.7145797424,1798778.9397766066,144498.22519686434,6863.928525453062,10295.892788179593,2500,1207.2755220268518,3500,4431.964262726531
197,16.416666666666668,2723490.364486201,190409.85614958665,2893271.5829393943,360191.0746027798,1000,3793749.2694463423,1260668.761109728,3500,1667450.3622458035,1811449.4974219063,143999.13517610292,6863.928525453062,10295.892788179593,2500,1207.2755220268518,3500,4431.964262726531
198,16.5,2731748.664779355,183685.60947316673,2911290.702612018,363227.6473058297,1000,3819359.820876591,1271296.7655704024,3500,1680694.8622471516,1824191.696242272,143496.8339951203,6863.928525453062,10295.892788179593,2500,1207.2755220268518,3500,4431.964262726531
199,16.583333333333332,2740032.0062933704,176933.9673834353,2929379.4281423567,366281.389232422,1000,3845082.9012234104,1281984.8623134755,3500,1694014.640314108,1837005.941307323,142991.300993215,6863.928525453062,10295.892788179593,2500,1207.2755220268518,3500,4431.964262726531
200,16.666666666666668,2748340.4649594584,170154.8182680874,2947538.044151214,369352.3974598429,1000,3870919.0378008196,1292733.3911094486,3500,1707410.1246002482,1849892.639977002,142482.5153767538,6863.928525453062,10295.892788179593,2500,1207.2755220268518,3500,4431.964262726531
201,16.75,2756674.1169390725,163348.0500600958,2965766.8364932444,372440.76961426757,1000,3896868.760528912,1303542.6936499348,3500,1720881.745696206,1862852.201914523,141970.4562183168,6863.928525453062,10295.892788179593,2500,1207.2755220268518,3500,4431.964262726531
202,16.833333333333332,2765033.0386246066,156513.55023585822,2984066.092262612,375546.60387386376,1000,3922932.60194727,1314413.1135585215,3500,1734429.9366435595,1875885.0390993957,141455.1024558363,6863.928525453062,10295.892788179593,2500,1207.2755220268518,3500,4431.964262726531
203,16.916666666666668,2773417.306640095,149651.20581333738,3002436.0997986705,378669.9989719129,1000,3949111.0972284507,1325344.9964016934,3500,1748055.1329487914,1888991.565840522,140936.43289173068,6863.928525453062,10295.892788179593,2500,1207.2755220268518,3500,4431.964262726531
204,17.0,2781826.997841916,142760.90335019314,3020877.148691672,381811.0541999487,1000,3975404.784191542,1336338.6896998188,3500,1761757.7725973343,1902172.1987893668,140414.42619203246,6863.928525453062,10295.892788179593,2500,1207.2755220268518,3500,4431.964262726531
205,17.083333333333332,2790262.189319494,135842.52894190728,3039389.5297885006,384969.86941091367,1000,4001814.2033157833,1347394.5429381963,3500,1775538.2960676914,1915427.3569532023,139889.06088551076,7001.207095962124,10501.810643943187,2500,1069.99695151779,3500,4500.6035479810635
206,17.166666666666668,2798722.9583960096,128895.96821990045,3057973.5351984426,388146.5450223334,1000,4028339.8977542743,1358512.9075781654,3500,1789397.146345641,1928757.461708429,139360.31536278815,7001.207095962124,10501.810643943187,2500,1069.99695151779,3500,4500.6035479810635
207,17.25,2807209.382629105,121921.10634964153,3076629.4582989723,391341.18201950873,1000,4054982.4133477425,1369694.137068279,3500,1803334.7689385195,1942162.9368139713,138828.1678754518,7001.207095962124,10501.810643943187,2500,1069.99695151779,3500,4500.6035479810635
208,17.333333333333332,2815721.539811597,114917.82802874933,3095357.5937415743,394553.8819587261,1000,4081742.2986383876,1380938.5868555398,3500,1817351.6118895884,1955644.2084247475,138292.59653515898,7001.207095962124,10501.810643943187,2500,1069.99695151779,3500,4500.6035479810635
209,17.416666666666668,2824259.50797219,107886.01748508647,3114158.2374575897,397784.7469704859,1000,4108620.104883803,1392246.614396699,3500,1831448.1257924815,1969201.705105218,137753.5793127367,7001.207095962124,10501.810643943187,2500,1069.99695151779,3500,4500.6035479810635
210,17.5,2832823.3653761907,100825.55847484556,3133031.686664094,401033.87976274925,1000,4135616.386070966,1403618.5791696208,3500,1845624.7638057338,1982835.8578430093,137211.09403727553,7001.207095962124,10501.810643943187,2500,1069.99695151779,3500,4500.6035479810635
211,17.583333333333332,2841413.1905262247,93736.33428062756,3151978.2398698,404301.38362420304,1000,4162731.698930306,1415054.842684709,3500,1859881.9816673961,1996547.100062614,136665.1183952178,7001.207095962124,10501.810643943187,2500,1069.99695151779,3500,4500.6035479810635
212,17.666666666666668,2850029.062162958,86618.22770951228,3170998.1968809892,407587.3624275434,1000,4189966.602949846,1426555.7684964002,3500,1874220.2377097309,2010335.8676391705,136115.62992943975,7001.207095962124,10501.810643943187,2500,1069.99695151779,3500,4500.6035479810635
213,17.75,2858671.059265818,79471.12109112108,3190091.858807475,410891.92063277774,1000,4217321.660389418,1438121.7222147204,3500,1888639.9928739902,2024202.598912318,135562.60603832774,7001.207095962124,10501.810643943187,2500,1069.99695151779,3500,4500.6035479810635
