month,year,house_value,mortgage_balance,homeowner_net_worth,homeowner_stock_portfolio,homeowner_stock_contribution,investor_net_worth,investor_stock_portfolio,investor_stock_contribution,stock_net_worth,gross_stock_portfolio,stock_loan_balance,monthly_rent,investment_property_rental_income,stock_contribution,renter_spendable_cash,homeowner_spendable_cash,investor_spendable_cash
323,26.916666666666668,3988437.447441236,0.0,4904390.381139808,915952.9336985721,1000,7194272.715386236,3205835.2679450004,3500,4091566.4817833942,4138476.837289578,46910.35550618357,8367.090571770126,12550.635857655188,2204.113475709788,0.0,11000.0,12683.545285885062
324,27.0,4000531.381963983,0.0,4922663.246717707,922131.8647537242,1000,7227992.908602016,3227461.526638033,3500,4118297.1182922707,4164080.5004857318,45783.382193461235,8367.090571770126,12550.635857655188,2204.113475709788,0.0,11000.0,12683.545285885062
325,27.083333333333332,4012661.9883047463,0.0,4941007.7206881475,928345.7323834009,1000,7261872.051646648,3249210.063341901,3500,4145012.4308041,4189661.5887046116,44649.15790051167,8534.432383205529,12801.648574808294,2036.7716642743853,0.0,11000.0,12767.216191602765
326,27.166666666666668,4024829.3776616002,0.0,4959424.1117856745,934594.7341240739,1000,7295910.947095857,3271081.5694342568,3500,4171879.6801411393,4215387.316115449,43507.63597430978,8534.432383205529,12801.648574808294,2036.7716642743853,0.0,11000.0,12767.216191602765
327,27.25,4037033.6615698,0.0,4977912.730198915,940879.0686291148,1000,7330110.4017717,3293076.7402019,3500,4198899.731067601,4241258.500529264,42358.76946166347,8534.432383205529,12801.648574808294,2036.7716642743853,0.0,11000.0,12767.216191602765
328,27.333333333333332,4049274.951902804,0.0,4996473.887577914,947198.9356751102,1000,7364471.2267656885,3315196.274862884,3500,4226073.453273816,4267275.964381099,41202.51110728242,8534.432383205529,12801.648574808294,2036.7716642743853,0.0,11000.0,12767.216191602765
329,27.416666666666668,4061553.360873297,0.0,5015107.89704151,953554.5361682128,1000,7398994.23746204,3337440.876588743,3500,4253401.721404329,4293440.534756163,40038.813351834346,8534.432383205529,12801.648574808294,2036.7716642743853,0.0,11000.0,12767.216191602765
330,27.5,4073869.001034222,0.0,5033815.07318475,959946.0721505276,1000,7433680.253561067,3359811.2525268453,3500,4280885.415086139,4319753.043416128,38867.62832998877,8534.432383205529,12801.648574808294,2036.7716642743853,0.0,11000.0,12767.216191602765
331,27.583333333333332,4086221.9852798106,0.0,5052595.732086346,966373.7468065353,1000,7468530.099102683,3382308.1138228723,3500,4308525.418957114,4346214.326825563,37688.90786844826,8534.432383205529,12801.648574808294,2036.7716642743853,0.0,11000.0,12767.216191602765
332,27.666666666666668,4098612.4268466174,0.0,5071450.191316169,972837.764469551,1000,7503544.602490045,3404932.1756434273,3500,4336322.622694566,4372825.2261785325,36502.603483966916,8534.432383205529,12801.648574808294,2036.7716642743853,0.0,11000.0,12767.216191602765
333,27.75,4111040.439314558,0.0,5090378.769942778,979338.3306282202,1000,7538724.596513327,3427684.1571987695,3500,4364277.921043977,4399586.587425333,35308.66638135619,8534.432383205529,12801.648574808294,2036.7716642743853,0.0,11000.0,12767.216191602765
334,27.833333333333332,4123506.1366079515,0.0,5109381.788541002,985875.651933051,1000,7574070.9183736285,3450564.781765677,3500,4392392.213847911,4426499.2612993885,34107.04745147782,8534.432383205529,12801.648574808294,2036.7716642743853,0.0,11000.0,12767.216191602765
335,27.916666666666668,4136009.6329965624,0.0,5128459.569199545,992449.9362029834,1000,7609584.409707002,3473574.7767104404,3500,4420666.406075068,4453564.103344291,32897.697269223856,8534.432383205529,12801.648574808294,2036.7716642743853,0.0,11000.0,12767.216191602765
336,28.0,4148551.0430966513,0.0,5147612.435528647,999061.3924319962,1000,7645265.916608636,3496714.873511985,3500,4449101.4078495195,4480781.973941003,31680.566091483735,8534.432383205529,12801.648574808294,2036.7716642743853,0.0,11000.0,12767.216191602765
337,28.083333333333332,4161130.4818720226,0.0,5166840.712667773,1005710.2307957503,1000,7681116.289657147,3519985.807785124,3500,4477527.4458324425,4507983.049687541,30455.60385509821,8705.12103086964,13057.68154630446,1866.0830166102733,0.0,11000.0,12852.56051543482
338,28.166666666666668,4173748.0646350803,0.0,5186144.727293351,1012396.6626582703,1000,7717136.383939024,3543388.3193039442,3500,4506115.164096244,4535337.924271043,29222.76017480016,8705.12103086964,13057.68154630446,1866.0830166102733,0.0,11000.0,12852.56051543482
339,28.25,4186403.9070478836,0.0,5205524.807626547,1019120.900578664,1000,7753327.059073206,3566923.1520253224,3500,4534865.482951353,4562847.467292495,27981.98434114215,8705.12103086964,13057.68154630446,1866.0830166102733,0.0,11000.0,12852.56051543482
340,28.333333333333332,4199098.125123208,0.0,5224981.283441087,1025883.1583178792,1000,7789689.179235784,3590591.0541125755,3500,4563779.327951321,4590512.553269732,26733.225318410616,8705.12103086964,13057.68154630446,1866.0830166102733,0.0,11000.0,12852.56051543482
341,28.416666666666668,4211830.83522561,0.0,5244514.486071109,1032683.650845499,1000,7826223.613184854,3614392.777959245,3500,4592857.629922712,4618334.061665239,25476.43174252669,8705.12103086964,13057.68154630446,1866.0830166102733,0.0,11000.0,12852.56051543482
342,28.5,4224602.15407249,0.0,5264124.748419065,1039522.5943465759,1000,7862931.234285504,3638329.080213014,3500,4622101.324995178,4646312.876914111,24211.551918933466,8705.12103086964,13057.68154630446,1866.0830166102733,0.0,11000.0,12852.56051543482
343,28.583333333333332,4237412.198735165,0.0,5283812.404963669,1046400.2062285042,1000,7899812.920534928,3662400.721799763,3500,4651511.354631698,4674449.888452168,22938.53382046971,8705.12103086964,13057.68154630446,1866.0830166102733,0.0,11000.0,12852.56051543482
344,28.666666666666668,4250261.0866399435,0.0,5303577.791767875,1053316.705127931,1000,7936869.5545877,3686608.467947757,3500,4681088.665658997,4702745.990744228,21657.32508522986,8705.12103086964,13057.68154630446,1866.0830166102733,0.0,11000.0,12852.56051543482
345,28.75,4263148.935569198,0.0,5323421.246486905,1060272.310917707,1000,7974102.023781171,3710953.0882119727,3500,4710834.210298133,4731202.083312543,20367.873014410274,8705.12103086964,13057.68154630446,1866.0830166102733,0.0,11000.0,12852.56051543482
346,28.833333333333332,4276075.863662447,0.0,5343343.108376322,1067267.2447138757,1000,8011511.2201610105,3735435.3564985637,3500,4740748.946195256,4759819.0707653975,19070.12457014163,8705.12103086964,13057.68154630446,1866.0830166102733,0.0,11000.0,12852.56051543482
347,28.916666666666668,4289041.9894174365,0.0,5363343.7183001395,1074301.7288827035,1000,8049098.0405068975,3760056.0510894605,3500,4770833.836452553,4788597.86282586,17764.02637330735,8705.12103086964,13057.68154630446,1866.0830166102733,0.0,11000.0,12852.56051543482
348,29.0,4302047.431691228,0.0,5383423.418738975,1081375.987047747,1000,8086863.386358341,3784815.9546671133,3500,4801089.849659359,4817539.374360707,16449.524701348022,8705.12103086964,13057.68154630446,1866.0830166102733,0.0,11000.0,12852.56051543482
349,29.083333333333332,4315092.309701288,0.0,5403582.553798252,1088490.244096964,1000,8124808.1640406605,3809715.8543393724,3500,4831343.857502832,4846470.422988884,15126.565486051655,8879.223451487032,13318.835177230549,1691.9805959928817,0.0,11000.0,12939.611725743518
350,29.166666666666668,4328176.743026579,0.0,5423821.469216439,1095644.7261898604,1000,8162933.284691089,3834756.54166451,3500,4861769.957660886,4875565.051972216,13795.094311329764,8879.223451487032,13318.835177230549,1691.9805959928817,0.0,11000.0,12939.611725743518
351,29.25,4341300.851608655,0.0,5444140.5123733375,1102839.6607646816,1000,8201239.6642850395,3859938.8126763846,3500,4892369.129806832,4904824.186217812,12455.05641097911,8879.223451487032,13318.835177230549,1691.9805959928817,0.0,11000.0,12939.611725743518
352,29.333333333333332,4354464.755752767,0.0,5464540.032298409,1110075.276545642,1000,8239728.223662512,3885263.4679097454,3500,4923142.359195913,4934248.755862342,11106.396666429055,8879.223451487032,13318.835177230549,1691.9805959928817,0.0,11000.0,12939.611725743518
353,29.416666666666668,4367668.576128958,0.0,5485020.379679153,1117351.8035501952,1000,8278399.888554639,3910731.3124256814,3500,4954090.63669713,4963839.696301605,9749.059604474414,8879.223451487032,13318.835177230549,1691.9805959928817,0.0,11000.0,12939.611725743518
354,29.5,4380912.433773172,0.0,5505581.9068695195,1124669.4730963474,1000,8317255.589610387,3936343.1558372146,3500,4985214.958825267,4993597.94822026,8382.989394993734,8879.223451487032,13318.835177230549,1691.9805959928817,0.0,11000.0,12939.611725743518
355,29.583333333333332,4394196.450088367,0.0,5526224.967898377,1132028.5178100106,1000,8356296.262423403,3962099.8123350358,3500,5016516.327773087,5023524.457621739,7008.129848652878,8879.223451487032,13318.835177230549,1691.9805959928817,0.0,11000.0,12939.611725743518
356,29.666666666666668,4407520.746845623,0.0,5546949.91847802,1139429.1716323972,1000,8395522.847559012,3988002.100713389,3500,5047995.751443718,5053620.175858311,5624.424414593838,8879.223451487032,13318.835177230549,1691.9805959928817,0.0,11000.0,12939.611725743518
357,29.75,4420885.446185259,0.0,5567757.116012717,1146871.6698274575,1000,8434936.290581359,4014050.8443961,3500,5079654.243483223,5083886.059661332,4231.816178108687,8879.223451487032,13318.835177230549,1691.9805959928817,0.0,11000.0,12939.611725743518
358,29.833333333333332,4434290.6706179585,0.0,5588646.919607317,1154356.2489893583,1000,8474537.542080712,4040246.8714627526,3500,5111492.823313354,5114323.0711716525,2830.2478582985523,8879.223451487032,13318.835177230549,1691.9805959928817,0.0,11000.0,12939.611725743518
359,29.916666666666668,4447736.543025883,0.0,5609619.690075887,1161883.147050004,1000,8514327.557700895,4066591.0146750123,3500,5143512.516164494,5144932.177970211,1419.661805717532,8879.223451487032,13318.835177230549,1691.9805959928817,0.0,11000.0,12939.611725743518
360,30.0,4461223.1866638055,0.0,5630675.789950406,1169452.6032866007,1000,8554307.298166906,4093084.111503101,3500,5175714.353108785,5175714.353108787,1.4545094018103555e-09,8879.223451487032,13318.835177230549,1691.9805959928817,0.0,11000.0,12939.611725743518
